"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77"
"1",0,7.57096819060451,31.8748164374101,31.4745805498936,26.8888449215173,28.4856682898561,25.4642544574234,24.5222984352562,22.0443918933613,35.9071343779543,31.3841557714355,32.4325711570533,30.2767762291957,28.6000041344266,28.6551160163974,27.1695275807982,29.8491590037474,27.9139290146932,26.1889147392845,24.6276945671071,25.2473324381253,23.2396034393801,21.7148121166953,20.3429174269153,19.2913994222283,23.051129909946,20.0695854027595,19.0551818389277,17.1471229546623,17.7744057407614,15.7337201028526,14.7958409120833,16.8670344212133,14.4874885597347,13.0291224760201,12.0281760876767,10.6216054553394,9.47642609417823,9.584488028283,8.96734931377338,7.35046078832917,7.32839231566859,5.64793686216874,4.2124863013337,2.10312851480114,1.97339679909201,4.02263263184859,1.99073615511787,3.27434968082534,2.46702605411566,4.70735696938252,5.64809634214548,8.57953387013935,6.87392576266085,15.8765056940337,14.1958856646213,13.0838000171515,12.9601898590099,12.7620934571982,10.3938320113752,12.8503262021536,11.8103329261151,9.57943864995952,7.88649251503519,6.66843095941499,4.22756810256427,9.53174745527501,5.28710426627817,6.74166186166992,4.51935028034429,10.3896370240887,7.39002117803725,29.2761706092157,15.4228762895308,11.1801683188245,36.9327933289682,33.3561577763684
"2",7.57096819060451,0,39.2333296317555,38.7072181792356,34.2674667896193,35.714383181871,32.6606025921311,31.8778019551368,29.4094743712352,42.3852113301092,38.0460285564583,39.2540162404313,37.3022049122626,35.5927509078334,35.2517066770489,34.0962358916864,36.004688974319,34.0051912011895,32.5937623516616,31.318304634622,32.2156713051243,30.2470541011049,28.3967129511638,27.4682245222558,26.7190084832555,29.1980918451324,26.4723287100202,25.7616361360284,24.296373509236,24.1705419057337,21.9243632485516,21.7942016364227,24.3149628133377,21.9504826735199,20.3677527449214,19.4818446502911,18.1581117000655,16.7259252789714,17.0150544326093,16.5292554510434,14.7335485716428,14.898624997266,13.2166246495203,11.5518479416333,8.95851226325506,9.43625895002496,9.99142020835266,8.12356025076653,5.43760303832401,5.10419316315537,4.36363732370239,7.66686457514271,4.67898525415403,3.11094960110797,20.227132609282,19.6611338099562,19.2185214610885,19.7327219198646,19.9202018323129,17.1931702317207,17.8983169002471,15.9809130065816,14.6204173404537,13.9083485401436,13.418702744366,11.5005698758348,12.9695693165554,10.3407942988087,8.41794308809054,7.44158955647812,9.97168659241047,6.4164434100485,36.6412388303895,19.1487317964861,16.9244933350261,42.5551075068038,39.7841741496015
"3",31.8748164374101,39.2333296317555,0,2.24794338829589,4.99207693174869,4.07589655855285,6.96106099821344,7.35718427223966,9.83203498353194,11.8968265572906,9.01950666984513,7.49572384879853,5.28010070212677,6.27165848273396,9.88554303480849,7.63436753177257,13.2542920199413,13.8464068454642,12.0889276994571,10.8820925996482,8.58772953500728,9.95097329097114,12.8806494621868,12.0626903777129,12.6118197439036,14.9661645172877,15.3883923745635,14.8331891300272,15.0752301922928,17.0566833315742,19.2979441394878,17.7076156401541,15.0469395266584,17.4280749785264,18.8709996107335,19.8614097762761,21.4064318686387,22.5076772916014,22.2905841300156,23.1487678088168,24.5381733608414,24.8268761890337,26.4014711185105,28.7175100950621,30.2774711459181,30.3107971728389,31.3928941446872,32.1485378821819,33.8931164142671,34.2693076474737,36.404773749196,35.4881531051806,40.1290958719449,37.4426577709189,24.9474544591889,22.5505475114824,21.4873635350283,19.9703695850838,19.3623521238061,22.307215087079,24.4648990728254,27.0514351228714,26.5010873996186,25.9755296194037,25.928295873648,27.7501991583397,29.4690311834527,29.5172966863841,32.9336620203916,32.5007033961954,35.1362175158725,35.5386626970589,2.59931041629201,26.8161561451512,23.8996133156185,18.8662376926199,11.4516605693418
"4",31.4745805498936,38.7072181792356,2.24794338829589,0,5.11982792601168,2.99313470991772,6.05324262419048,7.15238536223832,9.5756713541617,9.85322925897812,6.77200026341828,5.29455700724225,3.0905034864354,4.31998503769278,7.74156552684334,5.83510806323977,11.036722625073,11.7123558422387,10.1149794195056,9.19532855391527,7.1258844844989,8.77475492236684,11.4869407024147,11.2686294241433,12.4493851204626,13.2063334333942,13.977996372409,13.6732571015578,14.4140444624118,15.8212870375872,18.1291464506875,16.9728045579064,14.8524438458483,17.1961976357456,18.4507919934015,19.5615239825315,21.1986809115308,22.0207071119014,21.9297951800262,22.9484182490641,24.1253554695965,24.6086134117153,26.1247706817309,28.5321924065347,29.7836485488122,30.0009704931573,31.2767617477288,31.8852168789477,33.3150206899814,33.8237582762745,36.078600269206,35.3690792068363,39.8588265218096,36.7745392833794,23.5152790392316,21.3312392928665,20.4657070623704,19.169894739406,18.7879457154299,21.6043553755995,23.2852909624141,25.8819259699008,25.5254485088309,25.1940131907486,25.3138196916403,27.2922270237048,28.4274206423791,28.7845766645191,32.0834588148811,31.7936357347299,34.096014100245,34.714916063819,3.09484304044868,25.3947432266842,22.9097613386849,16.6728128083683,9.24232800897686
"5",26.8888449215173,34.2674667896193,4.99207693174869,5.11982792601168,0,2.81045539043918,3.06362238516092,2.41028964140425,4.85846293412983,13.8703122473548,9.62805466146203,9.01795519981608,5.9258761229234,5.42258115476446,8.99081472268297,5.75529331792189,12.6161444202903,12.4533725606482,10.0426966694963,7.99688778760664,5.48595219258354,5.99139925296032,9.08952171122458,7.39805110027031,7.61993225877246,11.940779488242,11.4986162953044,10.5336331843887,10.2341937073417,12.8057689025162,14.9034598348933,12.8899970851083,10.0550471616411,12.4359995092079,13.899821457064,14.8709088577913,16.4161379746049,17.5469885960595,17.3043970481786,18.1596817843478,19.5579541530242,19.8369057993401,21.4094151997738,23.7320419420363,25.3092909671856,25.3188547157408,26.4202283367949,27.1572345934256,28.9458762116304,29.288965863936,31.4128748388516,30.5164233532572,35.1381604535553,32.526077608152,20.8793050989406,18.1785216306692,16.8862120425869,15.181934357661,14.4422228068217,17.4401826586827,20.0195776754339,22.5721711340656,21.817363115452,21.1421905187056,21.0059376599787,22.7759676529524,24.8336186264746,24.6445295712637,28.1257688537055,27.6086506489027,30.477853587283,30.7076943105283,2.39429594384053,22.7078291726498,19.2455456754453,19.7021153837771,12.4839416897695
"6",28.4856682898561,35.714383181871,4.07589655855285,2.99313470991772,2.81045539043918,0,3.06956704884266,4.32787823947502,6.66563984391673,11.0622405606366,6.92032430733177,6.20890141898598,3.11993621690962,2.91878903806842,6.71059876032386,3.83293899354147,10.3232511184333,10.48357913631,8.38183953968486,6.88244541795869,4.52002585795282,5.92141941417544,8.80693339864263,8.28684751848746,9.54410722965739,10.9815868859727,11.3149504528161,10.8269112869216,11.4226420837635,13.0247330635247,15.2954291433334,13.9903061408613,11.9217969360712,14.2470043660665,15.4654350096141,16.5927191755066,18.2470873036921,19.0287176920645,18.948793627471,19.9959523515764,21.1374675809538,21.6500509900771,23.1534498815344,25.5771662261992,26.7906699979738,27.0222779873802,28.3362729345399,28.9127835374899,30.3236896119669,30.8318601579412,33.0958107514602,32.4248395683574,36.8824844055341,33.7913654750987,20.8755097118065,18.5307989529609,17.563821582867,16.2003054359592,15.7948852519179,18.6208458126925,20.4629227924388,23.0557322574631,22.6103451367123,22.2249081683001,22.323387641598,24.3005545468025,25.5401922889221,25.8084021150901,29.1330603612757,28.8144995926267,31.2109340428765,31.7589005262718,2.36169939088218,22.7459822265473,19.9978591410813,17.058192635837,9.75003173235244
"7",25.4642544574234,32.6606025921311,6.96106099821344,6.05324262419048,3.06362238516092,3.06956704884266,0,2.34345873651655,4.0118136156931,12.6575964996817,7.99657021859076,8.01262104922622,5.15850853572746,3.83942106247766,6.62240292230483,3.34325794979577,10.1271860657629,9.6849148218266,7.14442235759058,4.95891552072939,2.48183787321729,3.06471878110152,6.13404944887935,5.21752966837238,6.80559717928781,8.87748709334607,8.60294639035888,7.88221331670815,8.36440744111876,10.1233629865912,12.3411848373985,10.9214370182291,9.08654988522277,11.3512943711106,12.4649667394304,13.6400497064167,15.3325717838939,15.9956910659904,15.9584810616707,17.0757498564303,18.1226756482886,18.7134536646318,20.185141746879,22.6435579231588,23.7470744909818,24.0325380128193,25.4294307893043,25.9377167938525,27.2638128657646,27.7965130711075,30.092665569379,29.5071885373654,33.894936128266,30.72299326861,18.1044007934008,15.6003913851104,14.5392925525708,13.1319072696736,12.7459124491744,15.5524573824201,17.5063674828931,20.0912686477135,19.5714915728808,19.1563080281274,19.2616823089135,21.2677609248401,22.5209215628675,22.7388360633934,26.0709361074284,25.7451077204199,28.1905484005817,28.6941298670926,4.64405868487562,19.9579408713547,16.9629765317751,17.6458916360831,10.8220021116273
"8",24.5222984352562,31.8778019551368,7.35718427223966,7.15238536223832,2.41028964140425,4.32787823947502,2.34345873651655,0,2.47867702492655,14.8553475901269,10.2706440858573,10.108656843059,7.10039690341919,6.03151795367323,8.96228983937635,5.6863365423395,12.4394050790294,11.8921738467758,9.27484559335163,6.89317294384113,4.61536480351646,4.30998961887679,7.29270416874128,5.08422861606257,5.3157110380037,10.4892976121795,9.55505731293784,8.37521885390431,7.83044990425588,10.6398015212145,12.6499005709139,10.488244345788,7.73998309231236,10.1088503771093,11.5138361182126,12.5218339735923,14.105218283728,15.1532211042221,14.9396953672449,15.8535157889248,17.1821918505627,17.5246245896051,19.07629492922,21.4354602295583,22.9210833102611,22.9773642171417,24.1544645704184,24.8324119741689,26.5464068640856,26.9129483897496,29.0694082445375,28.2498578800684,32.8139519686834,30.1189128819904,18.7365505020573,15.9179043903085,14.5413061771077,12.7842753818849,12.0341199023052,15.0303565048894,17.7236155175507,20.2579070016107,19.4395370849944,18.7346432232045,18.5990361296313,20.3930149035424,22.4664391945152,22.2342626134646,25.7201378362897,25.1987971959832,28.1010335933149,28.299344385601,4.76349551137482,20.5394329501026,16.8789888259177,19.9892394897217,13.1167945020603
"9",22.0443918933613,29.4094743712352,9.83203498353194,9.5756713541617,4.85846293412983,6.66563984391673,4.0118136156931,2.47867702492655,0,16.5946184544925,11.8633528143307,12.0154848349992,9.15806579839214,7.82921240938788,10.0774002408267,7.04672925111845,13.264056913475,12.3547205764645,9.64891035386266,7.08401439475661,5.42945850228717,4.13760478918761,6.4475031325145,3.27745445412173,2.87885176471939,9.95643392615844,8.30861920066682,6.76564013597827,5.51963720559029,8.93719019599193,10.7272414790325,8.16959507889872,5.27912715329902,7.63805201847026,9.04230544585244,10.043969386554,11.6381589786014,12.6885941070653,12.461297625458,13.3874761670498,14.7061475320458,15.0555056334233,16.6005758135979,18.9711931037372,20.4515530241963,20.4997831888892,21.703234877964,22.3580613312259,24.088901900457,24.4373312777509,26.591385421352,25.7969077729162,30.3391930201823,27.6794309334293,16.9662714683075,13.9477277379208,12.3896274177531,10.4753297439806,9.60402645582553,12.6397763641696,15.6683432910405,18.1527679094633,17.1811649977665,16.3623627722745,16.1601885189428,17.9201444594642,20.2316254139077,19.8277257518349,23.3546156267469,22.7768537034848,25.8333102727752,25.9155713645687,7.23510659424987,18.7125631148236,14.6593661003101,21.0851340674216,14.6212329050521
"10",35.9071343779543,42.3852113301092,11.8968265572906,9.85322925897812,13.8703122473548,11.0622405606366,12.6575964996817,14.8553475901269,16.5946184544925,0,4.78635215703223,4.85379869886971,7.94453346462012,8.8324143501665,7.28583690884735,9.60404067565839,6.81730795890138,8.7980707277788,9.79155137423989,11.347085040378,11.4568027593502,13.3907288229448,14.2174809948521,16.4148640118976,19.1854838776815,13.2916233019949,15.9203941602382,16.8683429085514,19.3695691785732,18.2278316622816,20.4629964564392,21.2815259124779,21.1791438268242,23.1529526211296,23.6853474152811,25.0823375879174,26.880507556937,26.6984424239462,27.0542975928962,28.531742400083,28.9107793665664,30.0298022342403,31.261929546404,33.8587086668652,33.9423469721233,34.8280707541145,36.7217720878853,36.798174244469,36.9827607857366,37.98886296094,40.6115582189673,40.6638610387204,44.4850626544405,39.9379114475279,23.8189633793446,23.0031281145978,23.1668951648552,22.9494780222822,23.4577209944538,25.5133034546801,24.9476928691492,27.3654088765708,27.9549989991757,28.4890436061339,29.2699788883666,31.7176965274285,30.3454668050118,32.0468333810684,34.6656743359529,35.0036972187616,35.7073927554433,37.2924444368128,12.6631409737054,25.5829827000579,25.4988087121761,7.47821481218711,2.62323274974903
